image_index,fname,true_label,success,n_evals,best_f,final_pred
9032,cifar10_9032,9,True,40400,-0.0004338269354775548,0.0
580,cifar10_580,4,True,40400,-0.0019398763542994857,0.0
9491,cifar10_9491,8,True,40400,-0.010085068643093109,0.0
6526,cifar10_6526,8,True,40400,-0.011336075142025948,0.0
4346,cifar10_4346,3,True,40400,-0.005236671306192875,8.0
4974,cifar10_4974,7,True,40400,-0.0002064976142719388,8.0
7913,cifar10_7913,8,True,40400,-0.010746732354164124,0.0
5611,cifar10_5611,5,True,40400,-0.0004971227026544511,0.0
8480,cifar10_8480,2,True,40400,-0.0056620812974870205,0.0
6625,cifar10_6625,4,True,40400,-0.0018619834445416927,0.0
5615,cifar10_5615,5,True,40400,-0.0004858176689594984,0.0
5602,cifar10_5602,4,True,40400,-0.0026888034772127867,8.0
4857,cifar10_4857,6,True,40400,-0.0005106231546960771,0.0
6734,cifar10_6734,8,True,400,-0.09330104291439056,
8451,cifar10_8451,5,True,40400,-0.0005082100396975875,0.0
6332,cifar10_6332,5,True,40400,-0.0004941816441714764,0.0
6798,cifar10_6798,8,True,40400,-0.010767856612801552,0.0
5313,cifar10_5313,3,True,40400,-0.0055157397873699665,8.0
2821,cifar10_2821,0,True,40400,-0.007433388382196426,8.0
9300,cifar10_9300,5,True,40400,-0.0004943997482769191,0.0
2375,cifar10_2375,0,True,40400,-0.007214898243546486,8.0
1478,cifar10_1478,7,True,40400,-0.0002063946012640372,8.0
5013,cifar10_5013,0,True,40400,-0.0073409113101661205,8.0
1559,cifar10_1559,5,True,40400,-0.0004776611749548465,0.0
8885,cifar10_8885,3,True,40400,-0.00565263070166111,8.0
3986,cifar10_3986,7,True,40400,-0.00020680835586972535,8.0
4429,cifar10_4429,2,True,40400,-0.005738501902669668,0.0
3951,cifar10_3951,1,True,40400,-0.0003730445168912411,0.0
2932,cifar10_2932,9,True,40400,-0.00041809442336671054,0.0
6419,cifar10_6419,9,True,40400,-0.00042206107173115015,0.0
713,cifar10_713,7,True,40400,-0.00020779190526809543,8.0
8089,cifar10_8089,9,True,40400,-0.00047003611689433455,0.0
6058,cifar10_6058,1,True,40400,-0.0003667506971396506,0.0
8711,cifar10_8711,4,True,40400,-0.0019343834137544036,0.0
4185,cifar10_4185,7,True,40400,-0.00020718674932140857,8.0
4379,cifar10_4379,1,True,40400,-0.0003696223720908165,0.0
7813,cifar10_7813,3,True,40400,-0.005285219289362431,8.0
843,cifar10_843,2,True,40400,-0.00567030580714345,0.0
655,cifar10_655,2,True,40400,-0.005645407363772392,0.0
7219,cifar10_7219,7,True,40400,-0.00020570997730828822,8.0
982,cifar10_982,0,True,40400,-0.00746974628418684,8.0
7439,cifar10_7439,5,True,40400,-0.00048521626740694046,0.0
8894,cifar10_8894,0,True,40400,-0.007341771386563778,8.0
598,cifar10_598,5,True,40400,-0.00047016661847010255,0.0
5350,cifar10_5350,9,True,40400,-0.0004250896454323083,0.0
4221,cifar10_4221,2,True,40400,-0.005664272699505091,0.0
1422,cifar10_1422,8,True,400,-0.08736760169267654,
3646,cifar10_3646,3,True,40400,-0.005348934326320887,8.0
4387,cifar10_4387,0,True,40400,-0.007437481544911861,8.0
2606,cifar10_2606,3,True,40400,-0.005250868853181601,8.0
4228,cifar10_4228,0,True,40400,-0.007361982949078083,8.0
1096,cifar10_1096,7,True,40400,-0.00020241514721419662,0.0
8940,cifar10_8940,6,True,40400,-0.0005178218707442284,0.0
5814,cifar10_5814,8,True,40400,-0.010763087309896946,0.0
3706,cifar10_3706,4,True,40400,-0.001977259060367942,0.0
2846,cifar10_2846,6,True,40400,-0.0005008585285395384,0.0
467,cifar10_467,3,True,40400,-0.0052492935210466385,8.0
8314,cifar10_8314,6,True,40400,-0.0005247994558885694,0.0
4595,cifar10_4595,9,True,40400,-0.0004109756846446544,0.0
3725,cifar10_3725,2,True,40400,-0.005715865176171064,0.0
6450,cifar10_6450,0,True,40400,-0.007342495955526829,8.0
6846,cifar10_6846,9,True,40400,-0.00041691685328260064,0.0
3891,cifar10_3891,1,True,40400,-0.0003646625264082104,0.0
7407,cifar10_7407,9,True,40400,-0.000439005671069026,0.0
5892,cifar10_5892,8,True,400,-0.0666504055261612,
5301,cifar10_5301,7,True,40400,-0.00020374779705889523,8.0
4808,cifar10_4808,3,True,40400,-0.005165801849216223,8.0
8148,cifar10_8148,9,True,40400,-0.0004115078772883862,0.0
3931,cifar10_3931,5,True,40400,-0.0004808685916941613,0.0
9672,cifar10_9672,7,True,40400,-0.0002101886784657836,8.0
1312,cifar10_1312,6,True,40400,-0.0004977741627953947,0.0
1942,cifar10_1942,2,True,40400,-0.005688052624464035,0.0
841,cifar10_841,0,True,40400,-0.007472347468137741,8.0
5792,cifar10_5792,2,True,40400,-0.005653014872223139,0.0
3683,cifar10_3683,8,True,400,-0.05166437104344368,
8876,cifar10_8876,0,True,40400,-0.007342607248574495,8.0
5660,cifar10_5660,9,True,40400,-0.0004226581077091396,0.0
4447,cifar10_4447,0,True,40400,-0.007386688608676195,8.0
3066,cifar10_3066,1,True,40400,-0.0003575221635401249,0.0
8135,cifar10_8135,7,True,40400,-0.00020394027524162084,0.0
5957,cifar10_5957,4,True,40400,-0.002659030957147479,8.0
4678,cifar10_4678,9,True,40400,-0.00040980076300911605,0.0
2869,cifar10_2869,4,True,40400,-0.0023374194279313087,0.0
2535,cifar10_2535,0,True,40400,-0.007410116493701935,8.0
5482,cifar10_5482,5,True,40400,-0.0004751817905344069,0.0
4302,cifar10_4302,2,True,40400,-0.005723580718040466,0.0
5608,cifar10_5608,9,True,40400,-0.0004140149976592511,0.0
7527,cifar10_7527,6,True,40400,-0.0004954723408445716,0.0
1534,cifar10_1534,4,True,40400,-0.001888888655230403,0.0
8110,cifar10_8110,5,True,40400,-0.000503675255458802,0.0
6699,cifar10_6699,2,True,40400,-0.005671271122992039,0.0
4696,cifar10_4696,5,True,40400,-0.00047657883260399103,0.0
2580,cifar10_2580,6,True,40400,-0.0005137328989803791,0.0
7178,cifar10_7178,0,True,40400,-0.007177665829658508,8.0
4644,cifar10_4644,7,True,40400,-0.00020817450422327965,8.0
4858,cifar10_4858,2,True,40400,-0.005800093989819288,0.0
5946,cifar10_5946,8,True,400,-0.07229474931955338,
9822,cifar10_9822,0,True,40400,-0.007414582651108503,8.0
4673,cifar10_4673,0,True,40400,-0.0073768519796431065,8.0
3341,cifar10_3341,1,True,40400,-0.00039335372275672853,0.0
1376,cifar10_1376,9,True,40400,-0.00042653828859329224,0.0
9320,cifar10_9320,9,True,40400,-0.00041107815923169255,0.0
6275,cifar10_6275,9,True,40400,-0.00042780415969900787,0.0
1308,cifar10_1308,5,True,40400,-0.0005648428341373801,8.0
7569,cifar10_7569,3,True,40400,-0.005316758994013071,8.0
7358,cifar10_7358,8,True,400,-0.057455264031887054,
2252,cifar10_2252,3,True,40400,-0.0052779302932322025,8.0
9892,cifar10_9892,5,True,40400,-0.00048124248860403895,0.0
8830,cifar10_8830,9,True,40400,-0.00041648419573903084,0.0
7980,cifar10_7980,3,True,40400,-0.005333799868822098,8.0
8850,cifar10_8850,1,True,40400,-0.00035802277852781117,0.0
9345,cifar10_9345,1,True,40400,-0.00035629820195026696,0.0
9276,cifar10_9276,7,True,40400,-0.0002083594590658322,8.0
521,cifar10_521,7,True,40400,-0.00020345872326288372,8.0
3232,cifar10_3232,7,True,40400,-0.0002090987836709246,8.0
226,cifar10_226,6,True,40400,-0.0004931783187203109,0.0
3953,cifar10_3953,7,True,40400,-0.00021015734819229692,0.0
1427,cifar10_1427,9,True,40400,-0.00042378806392662227,0.0
8748,cifar10_8748,6,True,40400,-0.000494007021188736,0.0
8060,cifar10_8060,6,True,40400,-0.0004916789475828409,0.0
5525,cifar10_5525,3,True,40400,-0.005186279304325581,8.0
167,cifar10_167,4,True,40400,-0.0018742572283372283,0.0
1103,cifar10_1103,0,True,40400,-0.007210140116512775,8.0
9089,cifar10_9089,3,True,40400,-0.005288371816277504,8.0
6759,cifar10_6759,1,True,40400,-0.00036746158730238676,0.0
7648,cifar10_7648,0,True,40400,-0.007293789181858301,8.0
5473,cifar10_5473,5,True,40400,-0.0005049108294770122,0.0
2376,cifar10_2376,7,True,40400,-0.00020416558254510164,8.0
296,cifar10_296,6,True,40400,-0.0005097267567180097,0.0
1785,cifar10_1785,0,True,40400,-0.0074164713732898235,8.0
7684,cifar10_7684,0,True,40400,-0.007421792950481176,8.0
7174,cifar10_7174,3,True,40400,-0.00538454856723547,8.0
4700,cifar10_4700,6,True,40400,-0.0005223536863923073,0.0
5657,cifar10_5657,2,True,40400,-0.005712300073355436,0.0
6492,cifar10_6492,1,True,40400,-0.0003659729554783553,0.0
7978,cifar10_7978,4,True,40400,-0.0026821861974895,8.0
1085,cifar10_1085,4,True,40400,-0.001868457067757845,0.0
5888,cifar10_5888,4,True,40400,-0.0027122313622385263,8.0
9715,cifar10_9715,4,True,40400,-0.0019692201167345047,0.0
8057,cifar10_8057,9,True,40400,-0.0004185096768196672,0.0
1402,cifar10_1402,7,True,40400,-0.0002062825224129483,8.0
9827,cifar10_9827,4,True,40400,-0.0026549275498837233,8.0
3977,cifar10_3977,3,True,40400,-0.005188802257180214,8.0
3652,cifar10_3652,2,True,40400,-0.005610642954707146,0.0
4456,cifar10_4456,7,True,40400,-0.00020562534336932003,0.0
4912,cifar10_4912,1,True,40400,-0.00036511983489617705,0.0
2579,cifar10_2579,8,True,400,-0.07603128254413605,
2288,cifar10_2288,5,True,40400,-0.0004819520690944046,0.0
8301,cifar10_8301,5,True,40400,-0.0004969775327481329,0.0
2090,cifar10_2090,2,True,40400,-0.005707669537514448,0.0
5818,cifar10_5818,7,True,40400,-0.00020861942903138697,8.0
2929,cifar10_2929,1,True,40400,-0.00036477152025327086,0.0
256,cifar10_256,3,True,40400,-0.005556180607527494,8.0
3838,cifar10_3838,1,True,40400,-0.00035581958945840597,0.0
6049,cifar10_6049,8,True,400,-0.05904028192162514,
9862,cifar10_9862,3,True,40400,-0.005341753363609314,8.0
4100,cifar10_4100,7,True,40400,-0.0002050779148703441,8.0
7977,cifar10_7977,8,True,400,-0.06384846568107605,
3039,cifar10_3039,1,True,40400,-0.00034711952321231365,0.0
334,cifar10_334,6,True,40400,-0.0005114276427775621,0.0
7053,cifar10_7053,1,True,40400,-0.00035641182330437005,0.0
9617,cifar10_9617,8,True,40400,-0.010502216406166553,0.0
6939,cifar10_6939,2,True,40400,-0.005661440547555685,0.0
6768,cifar10_6768,2,True,40400,-0.005696622654795647,0.0
779,cifar10_779,5,True,40400,-0.0004883950459770858,0.0
4277,cifar10_4277,3,True,40400,-0.005500040948390961,8.0
1507,cifar10_1507,2,True,40400,-0.0057156505063176155,0.0
3776,cifar10_3776,9,True,40400,-0.0004098213103134185,0.0
2206,cifar10_2206,1,True,40400,-0.00038407009560614824,0.0
6836,cifar10_6836,4,True,40400,-0.0019255724037066102,0.0
8461,cifar10_8461,7,True,40400,-0.0002045040891971439,8.0
4430,cifar10_4430,1,True,40400,-0.0003724495181813836,0.0
7923,cifar10_7923,9,True,40400,-0.000416949565988034,0.0
8249,cifar10_8249,1,True,40400,-0.00035146070877090096,0.0
8447,cifar10_8447,0,True,40400,-0.007333717774599791,8.0
6061,cifar10_6061,0,True,40400,-0.007372451014816761,8.0
4643,cifar10_4643,3,True,40400,-0.005362080875784159,8.0
3546,cifar10_3546,5,True,40400,-0.0004831577534787357,0.0
7176,cifar10_7176,8,True,400,-0.11432943493127823,
5141,cifar10_5141,6,True,40400,-0.0005059590330347419,0.0
1261,cifar10_1261,9,True,40400,-0.00042286160169169307,0.0
2128,cifar10_2128,4,True,40400,-0.002696617739275098,8.0
9748,cifar10_9748,3,True,40400,-0.005341391544789076,8.0
2849,cifar10_2849,6,True,40400,-0.000501933041960001,0.0
4168,cifar10_4168,9,True,40400,-0.0004230744088999927,0.0
5355,cifar10_5355,8,True,40400,-0.010451490990817547,0.0
992,cifar10_992,8,True,400,-0.0669589564204216,
5498,cifar10_5498,9,True,40400,-0.00043741040281020105,0.0
6714,cifar10_6714,1,True,40400,-0.00035673758247867227,0.0
2054,cifar10_2054,3,True,40400,-0.005301026161760092,8.0
9333,cifar10_9333,0,True,40400,-0.007307002786546946,8.0
1536,cifar10_1536,5,True,40400,-0.00047284402535296977,0.0
9071,cifar10_9071,7,True,40400,-0.00020612736989278346,8.0
487,cifar10_487,9,True,40400,-0.00042584174661897123,0.0
9228,cifar10_9228,3,True,40400,-0.005413790699094534,8.0
7325,cifar10_7325,4,True,40400,-0.0018984244670718908,0.0
6005,cifar10_6005,4,True,40400,-0.0023417307529598475,0.0
7230,cifar10_7230,2,True,40400,-0.005709733814001083,0.0
7235,cifar10_7235,2,True,40400,-0.005680780857801437,0.0
2890,cifar10_2890,5,True,40400,-0.0005168082425370812,0.0
578,cifar10_578,7,True,40400,-0.0002092798677040264,8.0
651,cifar10_651,9,True,40400,-0.00042279003537259996,0.0
272,cifar10_272,6,True,40400,-0.0004926294204778969,0.0
8083,cifar10_8083,9,True,40400,-0.00041655940003693104,0.0
7810,cifar10_7810,6,True,40400,-0.0004933660966344178,0.0
1997,cifar10_1997,9,True,40400,-0.000430761108873412,0.0
7049,cifar10_7049,2,True,40400,-0.005676165223121643,0.0
2436,cifar10_2436,6,True,40400,-0.0005138462875038385,0.0
2006,cifar10_2006,7,True,40400,-0.00021067900524940342,8.0
6877,cifar10_6877,0,True,40400,-0.0074035245925188065,8.0
4608,cifar10_4608,4,True,40400,-0.0020434448961168528,0.0
7481,cifar10_7481,4,True,40400,-0.0026109712198376656,8.0
1946,cifar10_1946,8,True,40400,-0.00034481086186133325,0.0
7415,cifar10_7415,3,True,40400,-0.005267441272735596,8.0
1201,cifar10_1201,7,True,40400,-0.0002053041971521452,8.0
3813,cifar10_3813,8,True,400,-0.055119309574365616,
4033,cifar10_4033,6,True,40400,-0.0005104877054691315,0.0
7473,cifar10_7473,1,True,40400,-0.00036948861088603735,0.0
3667,cifar10_3667,5,True,40400,-0.0005233482806943357,0.0
1730,cifar10_1730,4,True,40400,-0.0022615082561969757,0.0
8709,cifar10_8709,1,True,40400,-0.00035628071054816246,0.0
5567,cifar10_5567,6,True,40400,-0.0004961923696100712,0.0
6837,cifar10_6837,5,True,40400,-0.0005320738418959081,0.0
3812,cifar10_3812,9,True,40400,-0.0004142335383221507,0.0
6740,cifar10_6740,2,True,40400,-0.005674734245985746,0.0
4676,cifar10_4676,7,True,40400,-0.00020971735648345202,8.0
1283,cifar10_1283,5,True,40400,-0.0005017185467295349,0.0
1455,cifar10_1455,6,True,40400,-0.0005068907048553228,0.0
5322,cifar10_5322,4,True,40400,-0.001899411785416305,0.0
9792,cifar10_9792,8,True,400,-0.06703488528728485,
190,cifar10_190,5,True,40400,-0.0005131992511451244,0.0
4645,cifar10_4645,4,True,40400,-0.0018712811870500445,0.0
565,cifar10_565,3,True,40400,-0.005338623654097319,8.0
2501,cifar10_2501,4,True,40400,-0.002671907190233469,8.0
9368,cifar10_9368,1,True,40400,-0.0003586380335036665,0.0
48,cifar10_48,7,True,40400,-0.00020877685165032744,8.0
1611,cifar10_1611,3,True,40400,-0.005579005461186171,8.0
9482,cifar10_9482,0,True,40400,-0.007315430790185928,8.0
6821,cifar10_6821,0,True,40400,-0.00744620943441987,8.0
2043,cifar10_2043,8,True,400,-0.06461744755506516,
377,cifar10_377,7,True,40400,-0.00021079122961964458,8.0
4413,cifar10_4413,6,True,40400,-0.000491275975946337,0.0
5607,cifar10_5607,6,True,40400,-0.0004917418700642884,0.0
4087,cifar10_4087,5,True,40400,-0.0004937383346259594,0.0
6755,cifar10_6755,9,True,40400,-0.000432589411502704,0.0
1495,cifar10_1495,2,True,40400,-0.005719598848372698,0.0
2081,cifar10_2081,3,True,40400,-0.0052608526311814785,8.0
7612,cifar10_7612,7,True,40400,-0.00020612699154298753,8.0
2201,cifar10_2201,5,True,40400,-0.0004744920297525823,0.0
1382,cifar10_1382,2,True,40400,-0.005752312485128641,0.0
8960,cifar10_8960,0,True,40400,-0.00737836305052042,8.0
4737,cifar10_4737,9,True,40400,-0.0004074872995261103,0.0
6948,cifar10_6948,6,True,40400,-0.0004946829285472631,0.0
3086,cifar10_3086,9,True,40400,-0.00041709552169777453,0.0
4339,cifar10_4339,7,True,40400,-0.00020835260511375964,8.0
8339,cifar10_8339,8,True,40400,-0.01080938708037138,0.0
6152,cifar10_6152,6,True,40400,-0.00049349304754287,0.0
5461,cifar10_5461,0,True,40400,-0.0074549224227666855,8.0
7805,cifar10_7805,9,True,40400,-0.00043581955833360553,0.0
5228,cifar10_5228,3,True,40400,-0.005368262529373169,8.0
2685,cifar10_2685,2,True,40400,-0.00569235859438777,0.0
5725,cifar10_5725,5,True,40400,-0.00048073023208417,0.0
8051,cifar10_8051,9,True,40400,-0.0004179344105068594,0.0
7655,cifar10_7655,8,True,400,-0.0537928082048893,
8544,cifar10_8544,6,True,40400,-0.0004910666611976922,0.0
4007,cifar10_4007,6,True,40400,-0.00048485619481652975,0.0
8195,cifar10_8195,8,True,400,-0.1179155558347702,
6985,cifar10_6985,0,True,40400,-0.007498803548514843,8.0
9698,cifar10_9698,7,True,40400,-0.00020668029901571572,8.0
6488,cifar10_6488,2,True,40400,-0.005719639826565981,0.0
2587,cifar10_2587,0,True,40400,-0.007516289129853249,8.0
8221,cifar10_8221,7,True,40400,-0.000204171403311193,8.0
4534,cifar10_4534,2,True,40400,-0.0057054986245930195,0.0
5416,cifar10_5416,9,True,40400,-0.00044063254608772695,0.0
2284,cifar10_2284,8,True,400,-0.08629430085420609,
3358,cifar10_3358,9,True,40400,-0.00042184401536360383,0.0
834,cifar10_834,5,True,40400,-0.0004936056211590767,0.0
5667,cifar10_5667,1,True,40400,-0.0003898479917552322,0.0
8046,cifar10_8046,8,True,400,-0.05703689157962799,
3169,cifar10_3169,9,True,40400,-0.0004081811348441988,0.0
8018,cifar10_8018,8,True,40400,-0.010900909081101418,0.0
555,cifar10_555,4,True,40400,-0.001862283912487328,0.0
265,cifar10_265,8,True,400,-0.08557777106761932,
3637,cifar10_3637,2,True,40400,-0.005706061143428087,0.0
1109,cifar10_1109,0,True,40400,-0.007396257948130369,8.0
7346,cifar10_7346,5,True,40400,-0.0005240912432782352,0.0
7457,cifar10_7457,2,True,40400,-0.005714264698326588,0.0
159,cifar10_159,4,True,40400,-0.002211914397776127,0.0
1106,cifar10_1106,9,True,40400,-0.0004128048021811992,0.0
230,cifar10_230,5,True,40400,-0.0005038001690991223,0.0
7467,cifar10_7467,6,True,40400,-0.0005210476228967309,0.0
6642,cifar10_6642,9,True,40400,-0.0004164342244621366,0.0
9802,cifar10_9802,0,True,40400,-0.0073750074952840805,8.0
3071,cifar10_3071,7,True,40400,-0.0002067855530185625,8.0
9543,cifar10_9543,2,True,40400,-0.0056903245858848095,0.0
7070,cifar10_7070,7,True,40400,-0.00020845179096795619,8.0
9520,cifar10_9520,1,True,40400,-0.00035169554757885635,0.0
4813,cifar10_4813,8,True,40400,-0.01036303211003542,0.0
7854,cifar10_7854,3,True,40400,-0.005300067365169525,8.0
2113,cifar10_2113,0,True,40400,-0.00741859246045351,8.0
2585,cifar10_2585,3,True,40400,-0.005295922514051199,8.0
1824,cifar10_1824,9,True,40400,-0.00041491331649012864,0.0
1813,cifar10_1813,3,True,40400,-0.0053943851962685585,8.0
8310,cifar10_8310,3,True,40400,-0.0054468861781060696,8.0
4520,cifar10_4520,3,True,40400,-0.0052688755095005035,8.0
4568,cifar10_4568,8,True,40400,-0.010046346113085747,0.0
7037,cifar10_7037,7,True,40400,-0.00020809895067941397,8.0
3585,cifar10_3585,8,True,400,-0.07034208625555038,
2007,cifar10_2007,8,True,400,-0.06386466324329376,
8849,cifar10_8849,9,True,40400,-0.0004078619531355798,0.0
125,cifar10_125,0,True,40400,-0.007422694470733404,8.0
1149,cifar10_1149,7,True,40400,-0.0002079450205201283,8.0
9098,cifar10_9098,5,True,40400,-0.0004917654441669583,0.0
1121,cifar10_1121,3,True,40400,-0.005556148011237383,8.0
247,cifar10_247,9,True,40400,-0.0004209462786093354,0.0
9371,cifar10_9371,8,True,40400,-0.010504065081477165,0.0
2092,cifar10_2092,1,True,40400,-0.0003802183782681823,0.0
9534,cifar10_9534,6,True,40400,-0.000515115330927074,0.0
5235,cifar10_5235,1,True,40400,-0.0003031875821761787,0.0
3274,cifar10_3274,1,True,40400,-0.0003536867443472147,0.0
6552,cifar10_6552,1,True,40400,-0.0003647592384368181,0.0
9970,cifar10_9970,2,True,40400,-0.00570138543844223,0.0
693,cifar10_693,7,True,40400,-0.0002087857574224472,8.0
5367,cifar10_5367,0,True,40400,-0.007391653954982758,8.0
5053,cifar10_5053,7,True,40400,-0.00021098344586789608,8.0
9298,cifar10_9298,1,True,40400,-0.0003614954184740782,0.0
499,cifar10_499,0,True,40400,-0.007332552690058947,8.0
7398,cifar10_7398,5,True,40400,-0.00048315865569747984,0.0
6575,cifar10_6575,3,True,40400,-0.005321060307323933,8.0
5777,cifar10_5777,8,True,400,-0.08350963890552521,
8726,cifar10_8726,9,True,40400,-0.0004337974824011326,0.0
5741,cifar10_5741,1,True,40400,-0.00036368437577039003,0.0
2183,cifar10_2183,4,True,40400,-0.0022600970696657896,0.0
1176,cifar10_1176,1,True,40400,-0.0003693737380672246,0.0
5529,cifar10_5529,3,True,40400,-0.005467583425343037,8.0
1029,cifar10_1029,6,True,40400,-0.0005034000496380031,0.0
4945,cifar10_4945,9,True,40400,-0.0004341895692050457,0.0
6425,cifar10_6425,2,True,40400,-0.00566440261900425,0.0
3932,cifar10_3932,6,True,40400,-0.000512943253852427,0.0
3181,cifar10_3181,9,True,40400,-0.00042089560884051025,0.0
528,cifar10_528,4,True,40400,-0.0025681687984615564,8.0
3850,cifar10_3850,9,True,40400,-0.0004173603665549308,0.0
6665,cifar10_6665,4,True,40400,-0.002673905808478594,8.0
9416,cifar10_9416,7,True,40400,-0.00020814647723454982,8.0
3222,cifar10_3222,4,True,40400,-0.0025564974639564753,8.0
2017,cifar10_2017,5,True,40400,-0.0004833858401980251,0.0
9151,cifar10_9151,0,True,40400,-0.007448497228324413,8.0
3402,cifar10_3402,4,True,40400,-0.0019672883208841085,0.0
7509,cifar10_7509,3,True,40400,-0.0052644312381744385,8.0
6412,cifar10_6412,8,True,400,-0.0959317609667778,
4752,cifar10_4752,1,True,40400,-0.00038454512832686305,0.0
6561,cifar10_6561,9,True,40400,-0.0004381922190077603,0.0
1748,cifar10_1748,0,True,40400,-0.007344916462898254,8.0
6591,cifar10_6591,5,True,40400,-0.00047460629139095545,0.0
3147,cifar10_3147,2,True,40400,-0.005659250542521477,0.0
2036,cifar10_2036,5,True,40400,-0.0004815960128325969,0.0
9,cifar10_9,1,True,40400,-0.00035995771759189665,0.0
5121,cifar10_5121,6,True,40400,-0.0005101878778077662,0.0
3374,cifar10_3374,6,True,40400,-0.0004936311743222177,0.0
6027,cifar10_6027,3,True,40400,-0.005420849192887545,8.0
5523,cifar10_5523,6,True,40400,-0.0004971137968823314,0.0
5505,cifar10_5505,4,True,40400,-0.001908790785819292,0.0
8362,cifar10_8362,3,True,40400,-0.005248508881777525,8.0
2817,cifar10_2817,9,True,40400,-0.0004111233865842223,0.0
3114,cifar10_3114,2,True,40400,-0.005671151913702488,0.0
2734,cifar10_2734,7,True,40400,-0.00021064133034087718,8.0
7892,cifar10_7892,1,True,40400,-0.00037926240474916995,0.0
1132,cifar10_1132,2,True,40400,-0.005748896859586239,0.0
2268,cifar10_2268,3,True,40400,-0.0052354116924107075,8.0
2506,cifar10_2506,3,True,40400,-0.005193439777940512,8.0
201,cifar10_201,1,True,40400,-0.00036288355477154255,0.0
8330,cifar10_8330,5,True,40400,-0.0005102920113131404,0.0
8185,cifar10_8185,0,True,40400,-0.007251007482409477,8.0
5891,cifar10_5891,0,True,40400,-0.007412473671138287,8.0
7945,cifar10_7945,6,True,40400,-0.00048764454550109804,0.0
221,cifar10_221,6,True,40400,-0.0004902103682979941,0.0
454,cifar10_454,9,True,40400,-0.00041501689702272415,0.0
242,cifar10_242,8,True,400,-0.08204372227191925,
2892,cifar10_2892,0,True,40400,-0.007545663509517908,8.0
7731,cifar10_7731,1,True,40400,-0.00035696729901246727,0.0
4254,cifar10_4254,8,True,40400,-0.00997551716864109,0.0
6712,cifar10_6712,0,True,40400,-0.007470838725566864,8.0
3828,cifar10_3828,1,True,40400,-0.00036539961001835763,0.0
8655,cifar10_8655,8,True,400,-0.08549093455076218,
1095,cifar10_1095,2,True,40400,-0.005722290836274624,0.0
8006,cifar10_8006,9,True,40400,-0.0004317232233006507,0.0
42,cifar10_42,5,True,40400,-0.0004761389864142984,0.0
5868,cifar10_5868,9,True,40400,-0.0004450396809261292,0.0
154,cifar10_154,0,True,40400,-0.007473099045455456,8.0
6694,cifar10_6694,3,True,40400,-0.005394448060542345,8.0
8132,cifar10_8132,8,True,40400,-0.009990483522415161,0.0
6685,cifar10_6685,1,True,40400,-0.0003541966434568167,0.0
1379,cifar10_1379,7,True,40400,-0.00019986642291769385,8.0
6041,cifar10_6041,7,True,40400,-0.00020916237554047257,8.0
4757,cifar10_4757,4,True,40400,-0.001887417514808476,0.0
8072,cifar10_8072,3,True,40400,-0.005314953159540892,8.0
