image_index,fname,true_label,success,n_evals,best_f,final_pred
3986,cifar10_3986,7,True,400,-0.10000000149011612,
4429,cifar10_4429,2,True,400,-0.10000000149011612,
3951,cifar10_3951,1,True,400,-0.10000000149011612,
2932,cifar10_2932,9,True,400,-0.10000000149011612,
6419,cifar10_6419,9,True,400,-0.10000000149011612,
713,cifar10_713,7,True,400,-0.10000000149011612,
8089,cifar10_8089,9,True,400,-0.10000000149011612,
6058,cifar10_6058,1,True,400,-0.10000000149011612,
8711,cifar10_8711,4,True,400,-0.10000000149011612,
4185,cifar10_4185,7,True,400,-0.10000000149011612,
4379,cifar10_4379,1,True,400,-0.10000000149011612,
7813,cifar10_7813,3,True,400,-0.10000000149011612,
843,cifar10_843,2,True,400,-0.10000000149011612,
655,cifar10_655,2,True,400,-0.10000000149011612,
7219,cifar10_7219,7,True,400,-0.10000000149011612,
982,cifar10_982,0,True,400,-0.10000000149011612,
7439,cifar10_7439,5,True,400,-0.10000000149011612,
8894,cifar10_8894,0,True,400,-0.10000000149011612,
598,cifar10_598,5,True,400,-0.10000000149011612,
5350,cifar10_5350,9,True,400,-0.10000000149011612,
4221,cifar10_4221,2,True,400,-0.10000000149011612,
1422,cifar10_1422,8,True,400,-0.10000000149011612,
3646,cifar10_3646,3,True,400,-0.10000000149011612,
4387,cifar10_4387,0,True,400,-0.10000000149011612,
2606,cifar10_2606,3,True,400,-0.10000000149011612,
4228,cifar10_4228,0,True,400,-0.10000000149011612,
1096,cifar10_1096,7,True,400,-0.10000000149011612,
8940,cifar10_8940,6,True,400,-0.10000000149011612,
5814,cifar10_5814,8,True,400,-0.10000000149011612,
3706,cifar10_3706,4,True,400,-0.10000000149011612,
2846,cifar10_2846,6,True,400,-0.10000000149011612,
467,cifar10_467,3,True,400,-0.10000000149011612,
8314,cifar10_8314,6,True,400,-0.10000000149011612,
4595,cifar10_4595,9,True,400,-0.10000000149011612,
3725,cifar10_3725,2,True,400,-0.10000000149011612,
6450,cifar10_6450,0,True,400,-0.10000000149011612,
6846,cifar10_6846,9,True,400,-0.10000000149011612,
3891,cifar10_3891,1,True,400,-0.10000000149011612,
7407,cifar10_7407,9,True,400,-0.10000000149011612,
5892,cifar10_5892,8,True,400,-0.10000000149011612,
5301,cifar10_5301,7,True,400,-0.10000000149011612,
4808,cifar10_4808,3,True,400,-0.10000000149011612,
8148,cifar10_8148,9,True,400,-0.10000000149011612,
3931,cifar10_3931,5,True,400,-0.10000000149011612,
9672,cifar10_9672,7,True,400,-0.10000000149011612,
1312,cifar10_1312,6,True,400,-0.10000000149011612,
1942,cifar10_1942,2,True,400,-0.10000000149011612,
841,cifar10_841,0,True,400,-0.10000000149011612,
5792,cifar10_5792,2,True,400,-0.10000000149011612,
3683,cifar10_3683,8,True,400,-0.10000000149011612,
8876,cifar10_8876,0,True,400,-0.10000000149011612,
5660,cifar10_5660,9,True,400,-0.10000000149011612,
4447,cifar10_4447,0,True,400,-0.10000000149011612,
3066,cifar10_3066,1,True,400,-0.10000000149011612,
8135,cifar10_8135,7,True,400,-0.10000000149011612,
5957,cifar10_5957,4,True,400,-0.10000000149011612,
4678,cifar10_4678,9,True,400,-0.10000000149011612,
2869,cifar10_2869,4,True,400,-0.10000000149011612,
2535,cifar10_2535,0,True,400,-0.10000000149011612,
5482,cifar10_5482,5,True,400,-0.10000000149011612,
4302,cifar10_4302,2,True,400,-0.10000000149011612,
5608,cifar10_5608,9,True,400,-0.10000000149011612,
7527,cifar10_7527,6,True,400,-0.10000000149011612,
1534,cifar10_1534,4,True,400,-0.10000000149011612,
8110,cifar10_8110,5,True,400,-0.10000000149011612,
6699,cifar10_6699,2,True,400,-0.10000000149011612,
4696,cifar10_4696,5,True,400,-0.10000000149011612,
2580,cifar10_2580,6,True,400,-0.10000000149011612,
7178,cifar10_7178,0,True,400,-0.10000000149011612,
4644,cifar10_4644,7,True,400,-0.10000000149011612,
4858,cifar10_4858,2,True,400,-0.10000000149011612,
5946,cifar10_5946,8,True,400,-0.10000000149011612,
9822,cifar10_9822,0,True,400,-0.10000000149011612,
4673,cifar10_4673,0,True,400,-0.10000000149011612,
3341,cifar10_3341,1,True,400,-0.10000000149011612,
1376,cifar10_1376,9,True,400,-0.10000000149011612,
9320,cifar10_9320,9,True,400,-0.10000000149011612,
6275,cifar10_6275,9,True,400,-0.10000000149011612,
1308,cifar10_1308,5,True,400,-0.10000000149011612,
7569,cifar10_7569,3,True,400,-0.10000000149011612,
7358,cifar10_7358,8,True,400,-0.10000000149011612,
2252,cifar10_2252,3,True,400,-0.10000000149011612,
9892,cifar10_9892,5,True,400,-0.10000000149011612,
8830,cifar10_8830,9,True,400,-0.10000000149011612,
7980,cifar10_7980,3,True,400,-0.10000000149011612,
8850,cifar10_8850,1,True,400,-0.10000000149011612,
9345,cifar10_9345,1,True,400,-0.10000000149011612,
9276,cifar10_9276,7,True,400,-0.10000000149011612,
521,cifar10_521,7,True,400,-0.10000000149011612,
3232,cifar10_3232,7,True,400,-0.10000000149011612,
226,cifar10_226,6,True,400,-0.10000000149011612,
3953,cifar10_3953,7,True,400,-0.10000000149011612,
1427,cifar10_1427,9,True,400,-0.10000000149011612,
8748,cifar10_8748,6,True,400,-0.10000000149011612,
8060,cifar10_8060,6,True,400,-0.10000000149011612,
5525,cifar10_5525,3,True,400,-0.10000000149011612,
167,cifar10_167,4,True,400,-0.10000000149011612,
1103,cifar10_1103,0,True,400,-0.10000000149011612,
9089,cifar10_9089,3,True,400,-0.10000000149011612,
6759,cifar10_6759,1,True,400,-0.10000000149011612,
7648,cifar10_7648,0,True,400,-0.10000000149011612,
5473,cifar10_5473,5,True,400,-0.10000000149011612,
2376,cifar10_2376,7,True,400,-0.10000000149011612,
296,cifar10_296,6,True,400,-0.10000000149011612,
1785,cifar10_1785,0,True,400,-0.10000000149011612,
7684,cifar10_7684,0,True,400,-0.10000000149011612,
7174,cifar10_7174,3,True,400,-0.10000000149011612,
4700,cifar10_4700,6,True,400,-0.10000000149011612,
5657,cifar10_5657,2,True,400,-0.10000000149011612,
6492,cifar10_6492,1,True,400,-0.10000000149011612,
7978,cifar10_7978,4,True,400,-0.10000000149011612,
1085,cifar10_1085,4,True,400,-0.10000000149011612,
5888,cifar10_5888,4,True,400,-0.10000000149011612,
9715,cifar10_9715,4,True,400,-0.10000000149011612,
8057,cifar10_8057,9,True,400,-0.10000000149011612,
1402,cifar10_1402,7,True,400,-0.10000000149011612,
9827,cifar10_9827,4,True,400,-0.10000000149011612,
3977,cifar10_3977,3,True,400,-0.10000000149011612,
3652,cifar10_3652,2,True,400,-0.10000000149011612,
4456,cifar10_4456,7,True,400,-0.10000000149011612,
4912,cifar10_4912,1,True,400,-0.10000000149011612,
2579,cifar10_2579,8,True,400,-0.10000000149011612,
2288,cifar10_2288,5,True,400,-0.10000000149011612,
8301,cifar10_8301,5,True,400,-0.10000000149011612,
2090,cifar10_2090,2,True,400,-0.10000000149011612,
5818,cifar10_5818,7,True,400,-0.10000000149011612,
2929,cifar10_2929,1,True,400,-0.10000000149011612,
256,cifar10_256,3,True,400,-0.10000000149011612,
3838,cifar10_3838,1,True,400,-0.10000000149011612,
6049,cifar10_6049,8,True,400,-0.10000000149011612,
9862,cifar10_9862,3,True,400,-0.10000000149011612,
4100,cifar10_4100,7,True,400,-0.10000000149011612,
7977,cifar10_7977,8,True,400,-0.10000000149011612,
3039,cifar10_3039,1,True,400,-0.10000000149011612,
334,cifar10_334,6,True,400,-0.10000000149011612,
7053,cifar10_7053,1,True,400,-0.10000000149011612,
9617,cifar10_9617,8,True,400,-0.10000000149011612,
6939,cifar10_6939,2,True,400,-0.10000000149011612,
6768,cifar10_6768,2,True,400,-0.10000000149011612,
779,cifar10_779,5,True,400,-0.10000000149011612,
4277,cifar10_4277,3,True,400,-0.10000000149011612,
1507,cifar10_1507,2,True,400,-0.10000000149011612,
3776,cifar10_3776,9,True,400,-0.10000000149011612,
2206,cifar10_2206,1,True,400,-0.10000000149011612,
6836,cifar10_6836,4,True,400,-0.10000000149011612,
8461,cifar10_8461,7,True,400,-0.10000000149011612,
4430,cifar10_4430,1,True,400,-0.10000000149011612,
7923,cifar10_7923,9,True,400,-0.10000000149011612,
8249,cifar10_8249,1,True,400,-0.10000000149011612,
8447,cifar10_8447,0,True,400,-0.10000000149011612,
6061,cifar10_6061,0,True,400,-0.10000000149011612,
4643,cifar10_4643,3,True,400,-0.10000000149011612,
3546,cifar10_3546,5,True,400,-0.10000000149011612,
7176,cifar10_7176,8,True,400,-0.10000000149011612,
5141,cifar10_5141,6,True,400,-0.10000000149011612,
1261,cifar10_1261,9,True,400,-0.10000000149011612,
2128,cifar10_2128,4,True,400,-0.10000000149011612,
9748,cifar10_9748,3,True,400,-0.10000000149011612,
2849,cifar10_2849,6,True,400,-0.10000000149011612,
4168,cifar10_4168,9,True,400,-0.10000000149011612,
5355,cifar10_5355,8,True,400,-0.10000000149011612,
992,cifar10_992,8,True,400,-0.10000000149011612,
5498,cifar10_5498,9,True,400,-0.10000000149011612,
6714,cifar10_6714,1,True,400,-0.10000000149011612,
2054,cifar10_2054,3,True,400,-0.10000000149011612,
9333,cifar10_9333,0,True,400,-0.10000000149011612,
1536,cifar10_1536,5,True,400,-0.10000000149011612,
9071,cifar10_9071,7,True,400,-0.10000000149011612,
487,cifar10_487,9,True,400,-0.10000000149011612,
9228,cifar10_9228,3,True,400,-0.10000000149011612,
7325,cifar10_7325,4,True,400,-0.10000000149011612,
6005,cifar10_6005,4,True,400,-0.10000000149011612,
7230,cifar10_7230,2,True,400,-0.10000000149011612,
7235,cifar10_7235,2,True,400,-0.10000000149011612,
2890,cifar10_2890,5,True,400,-0.10000000149011612,
578,cifar10_578,7,True,400,-0.10000000149011612,
651,cifar10_651,9,True,400,-0.10000000149011612,
272,cifar10_272,6,True,400,-0.10000000149011612,
8083,cifar10_8083,9,True,400,-0.10000000149011612,
7810,cifar10_7810,6,True,400,-0.10000000149011612,
1997,cifar10_1997,9,True,400,-0.10000000149011612,
7049,cifar10_7049,2,True,400,-0.10000000149011612,
2436,cifar10_2436,6,True,400,-0.10000000149011612,
2006,cifar10_2006,7,True,400,-0.10000000149011612,
6877,cifar10_6877,0,True,400,-0.10000000149011612,
4608,cifar10_4608,4,True,400,-0.10000000149011612,
7481,cifar10_7481,4,True,400,-0.10000000149011612,
1946,cifar10_1946,8,True,400,-0.10000000149011612,
7415,cifar10_7415,3,True,400,-0.10000000149011612,
1201,cifar10_1201,7,True,400,-0.10000000149011612,
3813,cifar10_3813,8,True,400,-0.10000000149011612,
4033,cifar10_4033,6,True,400,-0.10000000149011612,
7473,cifar10_7473,1,True,400,-0.10000000149011612,
3667,cifar10_3667,5,True,400,-0.10000000149011612,
1730,cifar10_1730,4,True,400,-0.10000000149011612,
8709,cifar10_8709,1,True,400,-0.10000000149011612,
5567,cifar10_5567,6,True,400,-0.10000000149011612,
6837,cifar10_6837,5,True,400,-0.10000000149011612,
3812,cifar10_3812,9,True,400,-0.10000000149011612,
6740,cifar10_6740,2,True,400,-0.10000000149011612,
4676,cifar10_4676,7,True,400,-0.10000000149011612,
1283,cifar10_1283,5,True,400,-0.10000000149011612,
1455,cifar10_1455,6,True,400,-0.10000000149011612,
5322,cifar10_5322,4,True,400,-0.10000000149011612,
9792,cifar10_9792,8,True,400,-0.10000000149011612,
190,cifar10_190,5,True,400,-0.10000000149011612,
4645,cifar10_4645,4,True,400,-0.10000000149011612,
565,cifar10_565,3,True,400,-0.10000000149011612,
2501,cifar10_2501,4,True,400,-0.10000000149011612,
9368,cifar10_9368,1,True,400,-0.10000000149011612,
48,cifar10_48,7,True,400,-0.10000000149011612,
1611,cifar10_1611,3,True,400,-0.10000000149011612,
9482,cifar10_9482,0,True,400,-0.10000000149011612,
6821,cifar10_6821,0,True,400,-0.10000000149011612,
2043,cifar10_2043,8,True,400,-0.10000000149011612,
377,cifar10_377,7,True,400,-0.10000000149011612,
4413,cifar10_4413,6,True,400,-0.10000000149011612,
5607,cifar10_5607,6,True,400,-0.10000000149011612,
4087,cifar10_4087,5,True,400,-0.10000000149011612,
6755,cifar10_6755,9,True,400,-0.10000000149011612,
1495,cifar10_1495,2,True,400,-0.10000000149011612,
2081,cifar10_2081,3,True,400,-0.10000000149011612,
7612,cifar10_7612,7,True,400,-0.10000000149011612,
2201,cifar10_2201,5,True,400,-0.10000000149011612,
1382,cifar10_1382,2,True,400,-0.10000000149011612,
8960,cifar10_8960,0,True,400,-0.10000000149011612,
4737,cifar10_4737,9,True,400,-0.10000000149011612,
6948,cifar10_6948,6,True,400,-0.10000000149011612,
3086,cifar10_3086,9,True,400,-0.10000000149011612,
4339,cifar10_4339,7,True,400,-0.10000000149011612,
8339,cifar10_8339,8,True,400,-0.10000000149011612,
6152,cifar10_6152,6,True,400,-0.10000000149011612,
5461,cifar10_5461,0,True,400,-0.10000000149011612,
7805,cifar10_7805,9,True,400,-0.10000000149011612,
5228,cifar10_5228,3,True,400,-0.10000000149011612,
2685,cifar10_2685,2,True,400,-0.10000000149011612,
5725,cifar10_5725,5,True,400,-0.10000000149011612,
8051,cifar10_8051,9,True,400,-0.10000000149011612,
7655,cifar10_7655,8,True,400,-0.10000000149011612,
8544,cifar10_8544,6,True,400,-0.10000000149011612,
4007,cifar10_4007,6,True,400,-0.10000000149011612,
8195,cifar10_8195,8,True,400,-0.10000000149011612,
6985,cifar10_6985,0,True,400,-0.10000000149011612,
9698,cifar10_9698,7,True,400,-0.10000000149011612,
6488,cifar10_6488,2,True,400,-0.10000000149011612,
2587,cifar10_2587,0,True,400,-0.10000000149011612,
8221,cifar10_8221,7,True,400,-0.10000000149011612,
4534,cifar10_4534,2,True,400,-0.10000000149011612,
5416,cifar10_5416,9,True,400,-0.10000000149011612,
2284,cifar10_2284,8,True,400,-0.10000000149011612,
3358,cifar10_3358,9,True,400,-0.10000000149011612,
834,cifar10_834,5,True,400,-0.10000000149011612,
5667,cifar10_5667,1,True,400,-0.10000000149011612,
8046,cifar10_8046,8,True,400,-0.10000000149011612,
3169,cifar10_3169,9,True,400,-0.10000000149011612,
8018,cifar10_8018,8,True,400,-0.10000000149011612,
555,cifar10_555,4,True,400,-0.10000000149011612,
265,cifar10_265,8,True,400,-0.10000000149011612,
3637,cifar10_3637,2,True,400,-0.10000000149011612,
1109,cifar10_1109,0,True,400,-0.10000000149011612,
7346,cifar10_7346,5,True,400,-0.10000000149011612,
7457,cifar10_7457,2,True,400,-0.10000000149011612,
159,cifar10_159,4,True,400,-0.10000000149011612,
1106,cifar10_1106,9,True,400,-0.10000000149011612,
230,cifar10_230,5,True,400,-0.10000000149011612,
7467,cifar10_7467,6,True,400,-0.10000000149011612,
6642,cifar10_6642,9,True,400,-0.10000000149011612,
9802,cifar10_9802,0,True,400,-0.10000000149011612,
3071,cifar10_3071,7,True,400,-0.10000000149011612,
9543,cifar10_9543,2,True,400,-0.10000000149011612,
7070,cifar10_7070,7,True,400,-0.10000000149011612,
9520,cifar10_9520,1,True,400,-0.10000000149011612,
4813,cifar10_4813,8,True,400,-0.10000000149011612,
7854,cifar10_7854,3,True,400,-0.10000000149011612,
2113,cifar10_2113,0,True,400,-0.10000000149011612,
2585,cifar10_2585,3,True,400,-0.10000000149011612,
1824,cifar10_1824,9,True,400,-0.10000000149011612,
1813,cifar10_1813,3,True,400,-0.10000000149011612,
8310,cifar10_8310,3,True,400,-0.10000000149011612,
4520,cifar10_4520,3,True,400,-0.10000000149011612,
4568,cifar10_4568,8,True,400,-0.10000000149011612,
7037,cifar10_7037,7,True,400,-0.10000000149011612,
3585,cifar10_3585,8,True,400,-0.10000000149011612,
2007,cifar10_2007,8,True,400,-0.10000000149011612,
8849,cifar10_8849,9,True,400,-0.10000000149011612,
125,cifar10_125,0,True,400,-0.10000000149011612,
1149,cifar10_1149,7,True,400,-0.10000000149011612,
9098,cifar10_9098,5,True,400,-0.10000000149011612,
1121,cifar10_1121,3,True,400,-0.10000000149011612,
247,cifar10_247,9,True,400,-0.10000000149011612,
9371,cifar10_9371,8,True,400,-0.10000000149011612,
2092,cifar10_2092,1,True,400,-0.10000000149011612,
9534,cifar10_9534,6,True,400,-0.10000000149011612,
5235,cifar10_5235,1,True,400,-0.10000000149011612,
3274,cifar10_3274,1,True,400,-0.10000000149011612,
6552,cifar10_6552,1,True,400,-0.10000000149011612,
9970,cifar10_9970,2,True,400,-0.10000000149011612,
693,cifar10_693,7,True,400,-0.10000000149011612,
5367,cifar10_5367,0,True,400,-0.10000000149011612,
5053,cifar10_5053,7,True,400,-0.10000000149011612,
9298,cifar10_9298,1,True,400,-0.10000000149011612,
499,cifar10_499,0,True,400,-0.10000000149011612,
7398,cifar10_7398,5,True,400,-0.10000000149011612,
6575,cifar10_6575,3,True,400,-0.10000000149011612,
5777,cifar10_5777,8,True,400,-0.10000000149011612,
8726,cifar10_8726,9,True,400,-0.10000000149011612,
5741,cifar10_5741,1,True,400,-0.10000000149011612,
2183,cifar10_2183,4,True,400,-0.10000000149011612,
1176,cifar10_1176,1,True,400,-0.10000000149011612,
5529,cifar10_5529,3,True,400,-0.10000000149011612,
1029,cifar10_1029,6,True,400,-0.10000000149011612,
4945,cifar10_4945,9,True,400,-0.10000000149011612,
6425,cifar10_6425,2,True,400,-0.10000000149011612,
3932,cifar10_3932,6,True,400,-0.10000000149011612,
3181,cifar10_3181,9,True,400,-0.10000000149011612,
528,cifar10_528,4,True,400,-0.10000000149011612,
3850,cifar10_3850,9,True,400,-0.10000000149011612,
6665,cifar10_6665,4,True,400,-0.10000000149011612,
9416,cifar10_9416,7,True,400,-0.10000000149011612,
3222,cifar10_3222,4,True,400,-0.10000000149011612,
2017,cifar10_2017,5,True,400,-0.10000000149011612,
9151,cifar10_9151,0,True,400,-0.10000000149011612,
3402,cifar10_3402,4,True,400,-0.10000000149011612,
7509,cifar10_7509,3,True,400,-0.10000000149011612,
6412,cifar10_6412,8,True,400,-0.10000000149011612,
4752,cifar10_4752,1,True,400,-0.10000000149011612,
6561,cifar10_6561,9,True,400,-0.10000000149011612,
1748,cifar10_1748,0,True,400,-0.10000000149011612,
6591,cifar10_6591,5,True,400,-0.10000000149011612,
3147,cifar10_3147,2,True,400,-0.10000000149011612,
2036,cifar10_2036,5,True,400,-0.10000000149011612,
9,cifar10_9,1,True,400,-0.10000000149011612,
5121,cifar10_5121,6,True,400,-0.10000000149011612,
3374,cifar10_3374,6,True,400,-0.10000000149011612,
6027,cifar10_6027,3,True,400,-0.10000000149011612,
5523,cifar10_5523,6,True,400,-0.10000000149011612,
5505,cifar10_5505,4,True,400,-0.10000000149011612,
8362,cifar10_8362,3,True,400,-0.10000000149011612,
2817,cifar10_2817,9,True,400,-0.10000000149011612,
3114,cifar10_3114,2,True,400,-0.10000000149011612,
2734,cifar10_2734,7,True,400,-0.10000000149011612,
7892,cifar10_7892,1,True,400,-0.10000000149011612,
1132,cifar10_1132,2,True,400,-0.10000000149011612,
2268,cifar10_2268,3,True,400,-0.10000000149011612,
2506,cifar10_2506,3,True,400,-0.10000000149011612,
201,cifar10_201,1,True,400,-0.10000000149011612,
8330,cifar10_8330,5,True,400,-0.10000000149011612,
8185,cifar10_8185,0,True,400,-0.10000000149011612,
5891,cifar10_5891,0,True,400,-0.10000000149011612,
7945,cifar10_7945,6,True,400,-0.10000000149011612,
221,cifar10_221,6,True,400,-0.10000000149011612,
454,cifar10_454,9,True,400,-0.10000000149011612,
242,cifar10_242,8,True,400,-0.10000000149011612,
2892,cifar10_2892,0,True,400,-0.10000000149011612,
7731,cifar10_7731,1,True,400,-0.10000000149011612,
4254,cifar10_4254,8,True,400,-0.10000000149011612,
6712,cifar10_6712,0,True,400,-0.10000000149011612,
3828,cifar10_3828,1,True,400,-0.10000000149011612,
8655,cifar10_8655,8,True,400,-0.10000000149011612,
1095,cifar10_1095,2,True,400,-0.10000000149011612,
8006,cifar10_8006,9,True,400,-0.10000000149011612,
42,cifar10_42,5,True,400,-0.10000000149011612,
5868,cifar10_5868,9,True,400,-0.10000000149011612,
154,cifar10_154,0,True,400,-0.10000000149011612,
6694,cifar10_6694,3,True,400,-0.10000000149011612,
8132,cifar10_8132,8,True,400,-0.10000000149011612,
6685,cifar10_6685,1,True,400,-0.10000000149011612,
1379,cifar10_1379,7,True,400,-0.10000000149011612,
6041,cifar10_6041,7,True,400,-0.10000000149011612,
4757,cifar10_4757,4,True,400,-0.10000000149011612,
8072,cifar10_8072,3,True,400,-0.10000000149011612,
4546,cifar10_4546,2,True,400,-0.10000000149011612,
9693,cifar10_9693,6,True,400,-0.10000000149011612,
1593,cifar10_1593,3,True,400,-0.10000000149011612,
9262,cifar10_9262,0,True,400,-0.10000000149011612,
7699,cifar10_7699,9,True,400,-0.10000000149011612,
176,cifar10_176,3,True,400,-0.10000000149011612,
9334,cifar10_9334,7,True,400,-0.10000000149011612,
3696,cifar10_3696,4,True,400,-0.10000000149011612,
3140,cifar10_3140,8,True,400,-0.10000000149011612,
3079,cifar10_3079,8,True,400,-0.10000000149011612,
3981,cifar10_3981,5,True,400,-0.10000000149011612,
8276,cifar10_8276,9,True,400,-0.10000000149011612,
8845,cifar10_8845,2,True,400,-0.10000000149011612,
7602,cifar10_7602,2,True,400,-0.10000000149011612,
6968,cifar10_6968,8,True,400,-0.10000000149011612,
3118,cifar10_3118,6,True,400,-0.10000000149011612,
2613,cifar10_2613,6,True,400,-0.10000000149011612,
6825,cifar10_6825,3,True,400,-0.10000000149011612,
6748,cifar10_6748,0,True,400,-0.10000000149011612,
2434,cifar10_2434,0,True,400,-0.10000000149011612,
7450,cifar10_7450,1,True,400,-0.10000000149011612,
1645,cifar10_1645,4,True,400,-0.10000000149011612,
189,cifar10_189,0,True,400,-0.10000000149011612,
4135,cifar10_4135,1,True,400,-0.10000000149011612,
3510,cifar10_3510,4,True,400,-0.10000000149011612,
9054,cifar10_9054,8,True,400,-0.10000000149011612,
9983,cifar10_9983,0,True,400,-0.10000000149011612,
4214,cifar10_4214,7,True,400,-0.10000000149011612,
8789,cifar10_8789,5,True,400,-0.10000000149011612,
1644,cifar10_1644,2,True,400,-0.10000000149011612,
8034,cifar10_8034,9,True,400,-0.10000000149011612,
5186,cifar10_5186,5,True,400,-0.10000000149011612,
4001,cifar10_4001,2,True,400,-0.10000000149011612,
3100,cifar10_3100,0,True,400,-0.10000000149011612,
5686,cifar10_5686,6,True,400,-0.10000000149011612,
8128,cifar10_8128,7,True,400,-0.10000000149011612,
8259,cifar10_8259,8,True,400,-0.10000000149011612,
2411,cifar10_2411,0,True,400,-0.10000000149011612,
7062,cifar10_7062,4,True,400,-0.10000000149011612,
7577,cifar10_7577,1,True,400,-0.10000000149011612,
8662,cifar10_8662,3,True,400,-0.10000000149011612,
6554,cifar10_6554,5,True,400,-0.10000000149011612,
3368,cifar10_3368,9,True,400,-0.10000000149011612,
597,cifar10_597,3,True,400,-0.10000000149011612,
2476,cifar10_2476,8,True,400,-0.10000000149011612,
8204,cifar10_8204,3,True,400,-0.10000000149011612,
3790,cifar10_3790,4,True,400,-0.10000000149011612,
5034,cifar10_5034,8,True,400,-0.10000000149011612,
4501,cifar10_4501,5,True,400,-0.10000000149011612,
7986,cifar10_7986,1,True,400,-0.10000000149011612,
6046,cifar10_6046,2,True,400,-0.10000000149011612,
5399,cifar10_5399,6,True,400,-0.10000000149011612,
8734,cifar10_8734,2,True,400,-0.10000000149011612,
994,cifar10_994,6,True,400,-0.10000000149011612,
5562,cifar10_5562,4,True,400,-0.10000000149011612,
6376,cifar10_6376,8,True,400,-0.10000000149011612,
2784,cifar10_2784,1,True,400,-0.10000000149011612,
1468,cifar10_1468,3,True,400,-0.10000000149011612,
5232,cifar10_5232,3,True,400,-0.10000000149011612,
3065,cifar10_3065,3,True,400,-0.10000000149011612,
4490,cifar10_4490,0,True,400,-0.10000000149011612,
2500,cifar10_2500,4,True,400,-0.10000000149011612,
8938,cifar10_8938,1,True,400,-0.10000000149011612,
9291,cifar10_9291,8,True,400,-0.10000000149011612,
491,cifar10_491,0,True,400,-0.10000000149011612,
2021,cifar10_2021,8,True,400,-0.10000000149011612,
4299,cifar10_4299,2,True,400,-0.10000000149011612,
